scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211456.1,2640001,2690000,2665847,15987,0.0024,0.0005,0.0016,0.0007,0.0007,0.0023,0.0065,0.0064,0.0064,0.0069,0.0069,0.0068,0.0015,0.0014,0.0011,0.2416,0.5365,0.5876,0.4101,0.7358,0.8383,0.7602,0.1074,0.0387,0.1769
NW_019211456.1,2660001,2710000,2685034,16761,0.0024,0.0004,0.0015,0.0008,0.0007,0.0022,0.0066,0.0067,0.0065,0.0069,0.007,0.0068,0.0016,0.0013,0.0013,0.2271,0.5436,0.5921,0.4069,0.7479,0.8481,0.7782,0.1412,0.032,0.2188
NW_019211456.1,2680001,2730000,2703759,15870,0.0018,0.0003,0.0012,0.0006,0.0007,0.0016,0.0053,0.0054,0.0052,0.0055,0.0056,0.0054,0.0012,0.0011,0.0009,0.2348,0.5656,0.6242,0.432,0.7491,0.8563,0.7722,0.1149,0.0229,0.1648
NW_019211456.1,2700001,2750000,2724717,15453,0.0019,0.0005,0.0014,0.0008,0.0009,0.0018,0.0059,0.0061,0.0057,0.006,0.0062,0.0058,0.0015,0.0014,0.0013,0.2137,0.566,0.6204,0.4361,0.7215,0.8093,0.7117,0.114,0.0402,0.1504
NW_019211456.1,2720001,2770000,2745618,15379,0.0021,0.0005,0.0014,0.0008,0.0008,0.0019,0.006,0.006,0.0059,0.0059,0.0059,0.0058,0.0014,0.0014,0.0013,0.1834,0.5517,0.5935,0.4163,0.7145,0.8011,0.7042,0.0922,0.0561,0.1979
NW_019211456.1,2740001,2790000,2764571,15444,0.0025,0.0005,0.0016,0.0009,0.0009,0.0023,0.0062,0.0064,0.0061,0.0062,0.0065,0.0062,0.0017,0.0017,0.0019,0.2182,0.5119,0.5681,0.379,0.7045,0.8069,0.709,0.1281,0.0671,0.2979
NW_019211456.1,2760001,2810000,2786513,15687,0.002,0.0005,0.0016,0.0009,0.0009,0.0018,0.0063,0.0065,0.0061,0.0063,0.0066,0.0062,0.0017,0.0016,0.0018,0.2102,0.5541,0.6248,0.4393,0.7099,0.8181,0.7247,0.1276,0.0444,0.272
NW_019211456.1,2780001,2830000,2804998,16332,0.0021,0.0006,0.0018,0.0009,0.0009,0.0021,0.0067,0.0068,0.0065,0.007,0.0071,0.0068,0.0018,0.0016,0.0015,0.2277,0.5406,0.6211,0.4363,0.6995,0.8159,0.7162,0.1147,0.0344,0.2019
NW_019211456.1,2800001,2850000,2825064,16405,0.002,0.0005,0.0016,0.0007,0.0007,0.0019,0.0063,0.0065,0.0062,0.0066,0.0068,0.0065,0.0016,0.0013,0.0011,0.2251,0.5595,0.6355,0.4521,0.7209,0.8329,0.7395,0.1328,0.0338,0.1827
NW_019211456.1,2820001,2870000,2842093,13244,0.0017,0.0004,0.0016,0.0007,0.0007,0.0015,0.0058,0.0061,0.0057,0.0058,0.0062,0.0058,0.0017,0.0014,0.0012,0.1878,0.5672,0.6592,0.479,0.7051,0.8313,0.743,0.1633,0.0417,0.2061
NW_019211456.1,2840001,2890000,2866746,13573,0.0018,0.0005,0.0015,0.0007,0.0007,0.0017,0.0066,0.0069,0.0065,0.0065,0.0068,0.0064,0.0016,0.0014,0.0012,0.1732,0.5973,0.6721,0.4891,0.7251,0.8307,0.7271,0.15,0.0495,0.1932
NW_019211456.1,2860001,2910000,2886380,15919,0.0021,0.0005,0.0018,0.0009,0.0008,0.0018,0.0071,0.0075,0.007,0.0068,0.0072,0.0067,0.002,0.0017,0.0013,0.1655,0.5659,0.6416,0.4626,0.702,0.8179,0.7327,0.1593,0.0486,0.1567
NW_019211456.1,2880001,2930000,2904589,16360,0.0022,0.0006,0.0018,0.0009,0.0008,0.002,0.0068,0.0071,0.0067,0.0067,0.007,0.0067,0.002,0.0016,0.0014,0.1941,0.546,0.623,0.4484,0.6953,0.8109,0.7241,0.1585,0.0458,0.1696
NW_019211456.1,2900001,2950000,2924877,16220,0.0023,0.0006,0.0017,0.0009,0.0008,0.0022,0.0067,0.0069,0.0066,0.0068,0.007,0.0067,0.0019,0.0015,0.0015,0.2156,0.547,0.6015,0.4268,0.7172,0.8112,0.7291,0.1713,0.05,0.201
NW_019211456.1,2920001,2970000,2944859,15764,0.0025,0.0005,0.0014,0.0007,0.0009,0.0022,0.0072,0.0074,0.0075,0.0069,0.0072,0.0072,0.0015,0.0015,0.0013,0.193,0.5836,0.6227,0.4437,0.7515,0.8366,0.7445,0.1367,0.065,0.197
NW_019211456.1,2940001,2990000,2964288,15464,0.0022,0.0005,0.0013,0.0007,0.0009,0.0019,0.0067,0.0069,0.0068,0.0067,0.0069,0.0067,0.0014,0.0014,0.0012,0.1889,0.5998,0.6375,0.4441,0.7646,0.8428,0.7365,0.1534,0.0599,0.1918
NW_019211456.1,2960001,3010000,2984439,14731,0.002,0.0005,0.0012,0.0006,0.0007,0.0017,0.006,0.006,0.0059,0.0059,0.006,0.0058,0.0012,0.0013,0.0012,0.178,0.589,0.6271,0.4374,0.7547,0.8372,0.7367,0.1258,0.0681,0.238
NW_019211456.1,2980001,3030000,3004983,15207,0.002,0.0004,0.0014,0.0007,0.0007,0.0017,0.006,0.0059,0.0059,0.006,0.0059,0.0058,0.0013,0.0014,0.0011,0.1806,0.5606,0.6134,0.432,0.733,0.8359,0.7532,0.1029,0.0611,0.1881
NW_019211456.1,3000001,3050000,3025894,15397,0.0022,0.0004,0.0016,0.0008,0.0007,0.0019,0.0065,0.0066,0.0065,0.0065,0.0066,0.0064,0.0016,0.0015,0.0011,0.1862,0.5569,0.6179,0.438,0.7289,0.8378,0.7633,0.1234,0.0562,0.1304
NW_019211456.1,3020001,3070000,3046214,16567,0.0021,0.0004,0.0012,0.0006,0.0008,0.0019,0.0062,0.0063,0.0062,0.0062,0.0063,0.0062,0.0012,0.0012,0.0009,0.211,0.5902,0.6251,0.4303,0.7736,0.8562,0.7661,0.1309,0.0489,0.1078
NW_019211456.1,3040001,3090000,3065800,18055,0.0018,0.0003,0.001,0.0004,0.0006,0.0016,0.0054,0.0053,0.0053,0.0053,0.0053,0.0052,0.0009,0.0009,0.0007,0.2166,0.593,0.6259,0.4302,0.7794,0.8674,0.7773,0.117,0.0431,0.1219
NW_019211456.1,3060001,3110000,3085047,19373,0.0014,0.0002,0.0008,0.0003,0.0001,0.0011,0.0041,0.0042,0.0041,0.0039,0.0039,0.0039,0.0007,0.0006,0.0003,0.1702,0.5829,0.6271,0.4553,0.7651,0.8733,0.835,0.107,0.0427,0.0923
NW_019211456.1,3080001,3130000,3104418,18673,0.0012,0.0002,0.0009,0.0004,0.0002,0.0009,0.0039,0.004,0.004,0.0037,0.0038,0.0038,0.0008,0.0007,0.0003,0.1468,0.5805,0.6496,0.4885,0.736,0.8592,0.8099,0.0855,0.0484,0.048
NW_019211456.1,3100001,3150000,3124922,17661,0.0014,0.0002,0.0008,0.0003,0.0004,0.0012,0.004,0.0041,0.0041,0.0039,0.004,0.0041,0.0007,0.0008,0.0005,0.1956,0.5723,0.6197,0.436,0.7656,0.8693,0.7937,0.1026,0.0624,0.128
NW_019211456.1,3120001,3170000,3143787,15947,0.0016,0.0002,0.001,0.0004,0.0006,0.0014,0.0045,0.0042,0.0044,0.0045,0.0042,0.0044,0.001,0.0011,0.0008,0.2109,0.5579,0.5903,0.4111,0.7511,0.8547,0.7758,0.1181,0.0793,0.1583
NW_019211456.1,3140001,3190000,3165044,15372,0.0018,0.0003,0.0014,0.0006,0.0007,0.0016,0.005,0.0048,0.0048,0.0053,0.0051,0.0051,0.0014,0.0015,0.001,0.2321,0.5142,0.5805,0.4019,0.7085,0.8352,0.7587,0.1412,0.0753,0.1464
NW_019211456.1,3160001,3210000,3184962,14874,0.0019,0.0003,0.0018,0.0008,0.0007,0.0018,0.0051,0.0049,0.0049,0.0053,0.0051,0.0051,0.0017,0.0018,0.0011,0.2549,0.4678,0.5463,0.3875,0.6654,0.8147,0.7725,0.1179,0.078,0.1323
NW_019211456.1,3180001,3230000,3204108,14194,0.0021,0.0003,0.0017,0.001,0.0006,0.0019,0.0058,0.0058,0.0057,0.0058,0.0059,0.0057,0.0018,0.0017,0.0014,0.2273,0.5092,0.5684,0.4147,0.6975,0.8128,0.7865,0.1236,0.0834,0.1982
NW_019211456.1,3200001,3250000,3224456,14352,0.0023,0.0004,0.0015,0.0008,0.0005,0.002,0.0066,0.0067,0.0067,0.0065,0.0066,0.0067,0.0015,0.0015,0.0015,0.1972,0.5621,0.6002,0.4455,0.7485,0.8373,0.7975,0.1243,0.0921,0.2755
NW_019211456.1,3220001,3270000,3246283,14403,0.0024,0.0004,0.0018,0.0008,0.0006,0.0017,0.0077,0.0077,0.0078,0.0074,0.0074,0.0075,0.0017,0.0018,0.0015,0.1074,0.5753,0.6403,0.4797,0.7312,0.8501,0.796,0.1199,0.0843,0.2856
NW_019211456.1,3240001,3290000,3265448,15630,0.002,0.0004,0.0017,0.0006,0.0005,0.0015,0.0066,0.0067,0.0066,0.0064,0.0064,0.0064,0.0018,0.0018,0.0014,0.1198,0.5583,0.6448,0.4739,0.7114,0.8557,0.7967,0.1695,0.0938,0.3356
NW_019211456.1,3260001,3310000,3284774,15957,0.0017,0.0004,0.0014,0.0006,0.0004,0.0014,0.006,0.0061,0.0059,0.0056,0.0057,0.0055,0.0016,0.0014,0.0011,0.1403,0.5821,0.6553,0.4908,0.7152,0.8368,0.7751,0.1705,0.0811,0.2731
NW_019211456.1,3280001,3330000,3306099,16689,0.0018,0.0004,0.0012,0.0009,0.0003,0.0015,0.0055,0.0056,0.0055,0.0053,0.0054,0.0053,0.0015,0.0013,0.0011,0.1587,0.5687,0.5971,0.4616,0.7226,0.7915,0.7593,0.1514,0.1132,0.2235
NW_019211456.1,3300001,3350000,3324042,16512,0.0016,0.0004,0.001,0.0007,0.0003,0.0015,0.005,0.0052,0.0052,0.0051,0.0052,0.0053,0.0012,0.0012,0.0008,0.202,0.5856,0.6095,0.4757,0.7561,0.8134,0.7805,0.1276,0.1297,0.1473
NW_019211456.1,3320001,3370000,3344601,16075,0.0013,0.0002,0.001,0.0008,0.0003,0.0011,0.0037,0.0039,0.0038,0.0037,0.0039,0.0037,0.0013,0.0014,0.001,0.21,0.5206,0.5604,0.4373,0.7003,0.7798,0.7891,0.1464,0.1525,0.1553
NW_019211456.1,3340001,3390000,3365242,15776,0.0017,0.0003,0.0013,0.0009,0.0004,0.0017,0.0043,0.0043,0.004,0.0045,0.0045,0.0042,0.0015,0.0016,0.0011,0.2787,0.4845,0.5195,0.3717,0.6959,0.7895,0.7786,0.1226,0.1348,0.179
NW_019211456.1,3360001,3410000,3384259,15044,0.0018,0.0004,0.0015,0.0009,0.0002,0.0018,0.0049,0.0047,0.0045,0.0052,0.005,0.0048,0.0014,0.0015,0.0011,0.2594,0.5029,0.5495,0.413,0.6895,0.7898,0.7705,0.0816,0.0988,0.2136
NW_019211456.1,3380001,3430000,3404849,15394,0.0021,0.0005,0.0014,0.0007,0.0003,0.002,0.0057,0.0054,0.0053,0.006,0.0058,0.0057,0.0013,0.0013,0.0008,0.2311,0.5402,0.5695,0.4094,0.7343,0.8184,0.7586,0.0829,0.0811,0.1419
NW_019211456.1,3400001,3450000,3425522,15399,0.0021,0.0004,0.0014,0.0007,0.0005,0.0019,0.0059,0.0057,0.0056,0.006,0.0058,0.0057,0.0014,0.0016,0.0009,0.1947,0.5396,0.5763,0.4123,0.7262,0.8204,0.7584,0.1076,0.106,0.1599
NW_019211456.1,3420001,3470000,3445407,15924,0.0019,0.0004,0.0016,0.0009,0.0005,0.0017,0.0061,0.0058,0.0058,0.0063,0.006,0.006,0.0016,0.0019,0.001,0.196,0.5456,0.5965,0.4552,0.7138,0.8157,0.7812,0.1128,0.1192,0.1246
NW_019211456.1,3440001,3490000,3464491,16326,0.0016,0.0003,0.0015,0.0007,0.0002,0.0014,0.0051,0.0049,0.005,0.0052,0.0051,0.0052,0.0015,0.0016,0.0008,0.1877,0.5239,0.6021,0.4715,0.6883,0.818,0.7936,0.1199,0.1165,0.1556
NW_019211456.1,3460001,3510000,3485543,17127,0.0013,0.0003,0.0013,0.0005,0.0002,0.0011,0.0046,0.0045,0.0046,0.0046,0.0045,0.0046,0.0012,0.0013,0.0007,0.1698,0.561,0.6345,0.5002,0.7067,0.8289,0.7937,0.1154,0.1101,0.19
NW_019211456.1,3480001,3530000,3505166,16611,0.0016,0.0003,0.0011,0.0005,0.0002,0.0013,0.0051,0.0052,0.0051,0.0051,0.0052,0.0052,0.0011,0.001,0.0005,0.1638,0.5864,0.6421,0.479,0.7536,0.8533,0.798,0.1544,0.0943,0.1637
NW_019211456.1,3500001,3550000,3524222,16749,0.0016,0.0003,0.001,0.0004,0.0001,0.0013,0.0057,0.0059,0.0057,0.0058,0.006,0.0058,0.0011,0.0008,0.0005,0.1541,0.6295,0.6798,0.5155,0.7894,0.8773,0.8296,0.1718,0.0819,0.2297
NW_019211456.1,3520001,3570000,3543680,14786,0.0016,0.0003,0.0013,0.0006,0.0002,0.0013,0.0057,0.0061,0.006,0.0057,0.0061,0.006,0.0014,0.0013,0.0007,0.1553,0.5931,0.6682,0.5221,0.7494,0.8631,0.8376,0.1705,0.1068,0.1621
NW_019211456.1,3540001,3590000,3565391,13762,0.0016,0.0004,0.0012,0.0007,0.0005,0.0013,0.0055,0.0057,0.0057,0.0051,0.0054,0.0054,0.0013,0.0013,0.0009,0.1366,0.5963,0.6472,0.5031,0.7304,0.8207,0.7766,0.1162,0.0977,0.1583
NW_019211456.1,3560001,3610000,3585990,14992,0.0015,0.0004,0.0011,0.0007,0.0005,0.0012,0.0049,0.005,0.005,0.0045,0.0046,0.0046,0.0012,0.0013,0.0012,0.1241,0.5758,0.6147,0.466,0.7123,0.7935,0.7349,0.1126,0.0983,0.2409
NW_019211456.1,3580001,3630000,3606276,16134,0.0017,0.0005,0.0012,0.0008,0.0004,0.0014,0.0049,0.005,0.0051,0.0047,0.0048,0.0049,0.0012,0.0012,0.0011,0.1482,0.5628,0.596,0.4604,0.7008,0.7691,0.7075,0.0997,0.0943,0.2151
NW_019211456.1,3600001,3650000,3624474,17118,0.0018,0.0005,0.0013,0.0009,0.0003,0.0017,0.0049,0.005,0.005,0.0049,0.005,0.005,0.0014,0.0013,0.0011,0.2022,0.5207,0.5603,0.4411,0.6782,0.7537,0.7146,0.0935,0.0969,0.1953
NW_019211456.1,3620001,3670000,3644610,16152,0.002,0.0006,0.0013,0.0009,0.0003,0.0019,0.005,0.0051,0.005,0.0049,0.005,0.0049,0.0014,0.0013,0.0011,0.2035,0.5019,0.5352,0.4004,0.6705,0.742,0.686,0.0891,0.0899,0.1747
NW_019211456.1,3640001,3690000,3665193,16639,0.0021,0.0004,0.0014,0.001,0.0004,0.0017,0.0049,0.005,0.005,0.0046,0.0047,0.0047,0.0015,0.0015,0.0013,0.1609,0.4812,0.5135,0.3919,0.6622,0.7452,0.73,0.0932,0.0965,0.1984
NW_019211456.1,3660001,3710000,3684896,16510,0.0023,0.0004,0.002,0.0012,0.0006,0.0018,0.0058,0.006,0.006,0.0055,0.0057,0.0057,0.002,0.0021,0.0015,0.1742,0.4569,0.5384,0.4105,0.6337,0.7768,0.7713,0.0908,0.0923,0.1823
NW_019211456.1,3680001,3730000,3705086,16242,0.0022,0.0004,0.0026,0.0014,0.0007,0.0017,0.0056,0.0059,0.0057,0.0052,0.0055,0.0053,0.0025,0.0025,0.0015,0.1643,0.3974,0.5225,0.4022,0.5491,0.746,0.7557,0.0924,0.0799,0.1333
NW_019211456.1,3700001,3750000,3723331,15411,0.002,0.0005,0.0023,0.0012,0.0006,0.0017,0.0052,0.0052,0.0052,0.005,0.0051,0.005,0.0021,0.002,0.0011,0.1806,0.4144,0.5279,0.4019,0.5635,0.7376,0.7061,0.0823,0.066,0.0802
NW_019211456.1,3720001,3770000,3743071,12572,0.002,0.0004,0.0023,0.0012,0.0006,0.0015,0.0055,0.0056,0.0055,0.0051,0.0053,0.0052,0.0021,0.002,0.0012,0.1384,0.4381,0.546,0.4265,0.5792,0.7486,0.7404,0.0828,0.0593,0.0893
NW_019211456.1,3740001,3790000,3766165,12663,0.0019,0.0004,0.002,0.0011,0.0006,0.0017,0.0059,0.0058,0.0055,0.0058,0.0057,0.0054,0.0019,0.0017,0.0012,0.1998,0.5024,0.574,0.4326,0.6566,0.7847,0.7638,0.0862,0.0504,0.1113
NW_019211456.1,3760001,3810000,3786148,14954,0.0019,0.0004,0.0015,0.0009,0.0007,0.0018,0.0056,0.0054,0.0053,0.0056,0.0054,0.0052,0.0014,0.0014,0.001,0.2131,0.5316,0.5716,0.4095,0.7016,0.7949,0.7268,0.0722,0.0476,0.0939
NW_019211456.1,3780001,3830000,3805458,15950,0.002,0.0005,0.0014,0.0007,0.0005,0.0019,0.0052,0.005,0.0049,0.0055,0.0053,0.0051,0.0012,0.0012,0.0008,0.2211,0.5243,0.565,0.3943,0.7049,0.7942,0.6995,0.0723,0.0415,0.087
NW_019211456.1,3800001,3850000,3825451,16752,0.002,0.0006,0.0013,0.0008,0.0008,0.0019,0.0052,0.0051,0.0052,0.0054,0.0053,0.0053,0.0013,0.0014,0.0012,0.2217,0.5206,0.5574,0.3911,0.6983,0.7757,0.6742,0.0942,0.064,0.147
NW_019211456.1,3820001,3870000,3845381,16472,0.0018,0.0005,0.0014,0.0007,0.0008,0.0018,0.0056,0.0056,0.0055,0.0057,0.0056,0.0055,0.0013,0.0014,0.0012,0.2211,0.5667,0.6147,0.44,0.7129,0.7991,0.6957,0.1065,0.0607,0.1735
NW_019211456.1,3840001,3890000,3864525,16726,0.0019,0.0005,0.0014,0.0007,0.0007,0.0018,0.0061,0.0061,0.0058,0.0062,0.0061,0.0058,0.0013,0.0013,0.001,0.2029,0.5809,0.6247,0.4383,0.7319,0.8134,0.7089,0.0973,0.0411,0.1357
NW_019211456.1,3860001,3910000,3884307,15819,0.0022,0.0005,0.0011,0.0007,0.0004,0.0019,0.0065,0.0067,0.0065,0.0064,0.0066,0.0064,0.0011,0.001,0.0008,0.1672,0.6062,0.6246,0.4539,0.7725,0.8301,0.7555,0.0981,0.0514,0.1384
NW_019211456.1,3880001,3930000,3904266,15680,0.0025,0.0005,0.0012,0.0008,0.0004,0.0022,0.0061,0.0063,0.0063,0.0062,0.0064,0.0063,0.0013,0.0012,0.0009,0.1934,0.5466,0.5687,0.4075,0.7524,0.8181,0.7598,0.1211,0.0852,0.1555
NW_019211456.1,3900001,3950000,3924753,15665,0.0024,0.0005,0.0011,0.0006,0.0004,0.0021,0.0059,0.006,0.0059,0.0059,0.006,0.0058,0.0011,0.0011,0.0008,0.1793,0.5526,0.5797,0.3999,0.7483,0.8229,0.7329,0.1141,0.0693,0.2021
NW_019211456.1,3920001,3970000,3945639,15360,0.0022,0.0005,0.0013,0.0006,0.0005,0.0018,0.0062,0.0063,0.0061,0.006,0.0061,0.0059,0.0013,0.0013,0.0009,0.1619,0.5647,0.6152,0.4362,0.7244,0.8208,0.7266,0.1245,0.0647,0.1794
NW_019211456.1,3940001,3990000,3964228,14962,0.0022,0.0005,0.0016,0.0008,0.0005,0.0019,0.006,0.0061,0.0059,0.0058,0.0059,0.0056,0.0017,0.0015,0.0012,0.164,0.5235,0.5939,0.4209,0.6783,0.7974,0.7116,0.1348,0.0687,0.2273
NW_019211456.1,3960001,4010000,3984898,14473,0.0018,0.0005,0.0015,0.0006,0.0004,0.0016,0.0053,0.0054,0.0053,0.0051,0.0052,0.0051,0.0016,0.0015,0.0011,0.1703,0.5206,0.607,0.4456,0.6705,0.8082,0.7325,0.1493,0.0885,0.247
NW_019211456.1,3980001,4030000,4005179,14092,0.0018,0.0005,0.0011,0.0004,0.0005,0.0016,0.0055,0.0056,0.0055,0.0054,0.0055,0.0053,0.0011,0.0011,0.0008,0.17,0.5904,0.6459,0.4526,0.7359,0.8284,0.7023,0.1681,0.0736,0.2352
NW_019211456.1,4000001,4050000,4025990,14347,0.0018,0.0004,0.001,0.0004,0.0005,0.0016,0.0052,0.0052,0.0052,0.0051,0.0051,0.0051,0.0011,0.0011,0.0009,0.1799,0.5712,0.6175,0.4299,0.743,0.8377,0.7288,0.1523,0.0798,0.2645
NW_019211456.1,4020001,4070000,4044324,15433,0.0018,0.0005,0.0011,0.0006,0.0005,0.0015,0.0061,0.0063,0.0062,0.0059,0.0061,0.006,0.0012,0.0011,0.0009,0.151,0.6209,0.6648,0.4951,0.7619,0.8405,0.7569,0.1493,0.0728,0.2108
NW_019211456.1,4040001,4090000,4064825,15540,0.0022,0.0006,0.0016,0.0008,0.0007,0.0019,0.0076,0.0075,0.0078,0.0076,0.0075,0.0078,0.0015,0.0017,0.0014,0.1676,0.609,0.6527,0.4974,0.7474,0.8285,0.7454,0.1194,0.0779,0.2282
NW_019211456.1,4060001,4110000,4084913,15117,0.0025,0.0006,0.0014,0.0006,0.0007,0.0021,0.0064,0.0064,0.0066,0.0064,0.0064,0.0066,0.0014,0.0015,0.001,0.1687,0.5439,0.586,0.4161,0.7262,0.8163,0.7175,0.1339,0.0743,0.1657
NW_019211456.1,4080001,4130000,4105443,15562,0.0025,0.0006,0.0017,0.0007,0.0003,0.0021,0.0071,0.0072,0.0072,0.0072,0.0074,0.0073,0.0017,0.0016,0.0008,0.1752,0.5494,0.6195,0.4544,0.7186,0.8338,0.7632,0.1342,0.0747,0.1574
NW_019211456.1,4100001,4150000,4124786,15412,0.0025,0.0006,0.0019,0.0007,0.0002,0.0023,0.0067,0.0068,0.0067,0.0069,0.0071,0.0069,0.0018,0.0015,0.0009,0.1885,0.509,0.5909,0.4259,0.6928,0.8212,0.7529,0.1315,0.0636,0.1851
NW_019211456.1,4120001,4170000,4142724,14137,0.0029,0.0007,0.0021,0.0009,0.0003,0.0027,0.0078,0.0079,0.0077,0.008,0.0081,0.0079,0.0021,0.0018,0.0012,0.2098,0.5154,0.5954,0.4283,0.6972,0.8269,0.7617,0.147,0.067,0.2237
NW_019211456.1,4140001,4190000,4163291,12709,0.0027,0.0006,0.0015,0.0007,0.0005,0.0025,0.0065,0.0067,0.0062,0.0065,0.0067,0.0063,0.0016,0.0014,0.0012,0.2098,0.518,0.5678,0.3723,0.7224,0.8226,0.7255,0.1536,0.0621,0.2643
NW_019211456.1,4160001,4210000,4186034,12050,0.0024,0.0005,0.0014,0.0008,0.0006,0.0021,0.0061,0.0063,0.0061,0.0059,0.0061,0.0059,0.0015,0.0016,0.0017,0.2039,0.5338,0.5739,0.3997,0.7233,0.8162,0.7495,0.1245,0.0998,0.3363
NW_019211456.1,4180001,4230000,4207478,14707,0.0024,0.0004,0.0015,0.0009,0.0004,0.0023,0.0052,0.0052,0.0054,0.005,0.0049,0.0052,0.0014,0.0017,0.0014,0.2384,0.4601,0.4942,0.3629,0.6738,0.7787,0.7519,0.0712,0.1113,0.264
NW_019211456.1,4200001,4250000,4226486,17731,0.0021,0.0004,0.0013,0.0008,0.0003,0.0019,0.0052,0.0052,0.0052,0.0051,0.005,0.0051,0.0013,0.0014,0.0011,0.2316,0.5129,0.5384,0.4035,0.7088,0.7921,0.7715,0.0625,0.0989,0.2013
NW_019211456.1,4220001,4270000,4243513,16931,0.0023,0.0004,0.0014,0.0008,0.0003,0.002,0.0057,0.0058,0.0059,0.0055,0.0055,0.0057,0.0012,0.0013,0.0007,0.2235,0.5269,0.5594,0.4176,0.7225,0.8141,0.7882,0.0604,0.089,0.0779
NW_019211456.1,4240001,4290000,4262068,14656,0.0022,0.0004,0.0011,0.0006,0.0005,0.002,0.0065,0.0065,0.0069,0.0064,0.0065,0.0069,0.001,0.0013,0.0008,0.2035,0.6027,0.6163,0.4618,0.7881,0.8482,0.792,0.0684,0.1206,0.1466
NW_019211456.1,4260001,4310000,4285875,14532,0.0021,0.0004,0.0014,0.0011,0.0005,0.0019,0.0061,0.0064,0.0065,0.0062,0.0066,0.0066,0.0016,0.0016,0.0013,0.224,0.5577,0.589,0.4579,0.7455,0.8134,0.7977,0.1029,0.1073,0.1634
NW_019211456.1,4280001,4330000,4305909,15212,0.002,0.0003,0.0016,0.0013,0.0007,0.0017,0.0056,0.006,0.0057,0.0057,0.0061,0.0057,0.0019,0.0019,0.0019,0.2142,0.5159,0.5552,0.4233,0.7131,0.7962,0.8133,0.124,0.1104,0.2187
NW_019211456.1,4300001,4350000,4325229,15492,0.002,0.0002,0.0014,0.001,0.0005,0.0017,0.0056,0.006,0.0058,0.0057,0.0061,0.0059,0.0016,0.0017,0.0016,0.2356,0.5465,0.5837,0.4407,0.7528,0.8381,0.8467,0.1348,0.1274,0.2657
NW_019211456.1,4320001,4370000,4345308,15510,0.0018,0.0003,0.001,0.0006,0.0003,0.0017,0.0048,0.0049,0.005,0.0051,0.0052,0.0052,0.001,0.0011,0.0009,0.2662,0.5635,0.5911,0.4379,0.7766,0.8536,0.8278,0.0844,0.1087,0.2311
NW_019211456.1,4340001,4390000,4364344,16319,0.0018,0.0003,0.0009,0.0006,0.0002,0.0016,0.0051,0.0052,0.0051,0.0051,0.0052,0.0051,0.0009,0.0009,0.0007,0.2108,0.5934,0.6012,0.4402,0.7974,0.8564,0.8318,0.0761,0.0941,0.1789
NW_019211456.1,4360001,4410000,4385379,15830,0.0016,0.0002,0.0008,0.0006,0.0002,0.0013,0.0048,0.0047,0.0045,0.0047,0.0047,0.0044,0.0008,0.0007,0.0006,0.1956,0.6131,0.6058,0.4438,0.8085,0.854,0.846,0.0748,0.0697,0.1341
NW_019211456.1,4380001,4430000,4403485,15996,0.0014,0.0002,0.0006,0.0004,0.0002,0.0011,0.0041,0.004,0.0039,0.004,0.0039,0.0038,0.0006,0.0007,0.0005,0.1875,0.6147,0.6201,0.4447,0.8091,0.8705,0.8294,0.0951,0.0905,0.1856
NW_019211456.1,4400001,4450000,4425433,15061,0.0013,0.0003,0.0008,0.0004,0.0003,0.0011,0.0047,0.0047,0.0046,0.0046,0.0046,0.0045,0.0007,0.0008,0.0004,0.1858,0.6397,0.6732,0.4968,0.7917,0.8685,0.795,0.1173,0.0686,0.0571
NW_019211456.1,4420001,4470000,4446047,16152,0.0015,0.0004,0.0008,0.0003,0.0003,0.0014,0.0048,0.0048,0.0047,0.0048,0.0048,0.0048,0.0008,0.0008,0.0004,0.2129,0.6165,0.6509,0.468,0.7761,0.851,0.7545,0.1205,0.0693,0.0478
NW_019211456.1,4440001,4490000,4464970,16271,0.0017,0.0003,0.0009,0.0004,0.0003,0.0016,0.0045,0.0045,0.0046,0.0046,0.0047,0.0047,0.0009,0.001,0.0005,0.2326,0.5536,0.595,0.4201,0.7617,0.8567,0.7847,0.1381,0.098,0.1263
NW_019211456.1,4460001,4510000,4483714,15548,0.0017,0.0004,0.0009,0.0004,0.0003,0.0015,0.0052,0.0052,0.0054,0.0053,0.0053,0.0055,0.0008,0.001,0.0005,0.2047,0.619,0.6459,0.4776,0.7904,0.8613,0.785,0.1028,0.1032,0.1495
